DATE,vwretd,vwretx,usdval
20170228,0.032665,0.030563,30763802800.00
20170331,0.002092,0.000220,31719973600.00
20170428,0.009615,0.008496,31748760200.00
20170531,0.009335,0.006989,32097707500.00
20170630,0.009469,0.007585,32291675900.00
20170731,0.020330,0.018945,32527548100.00
20170831,0.001589,-0.000647,33052138200.00
20170929,0.023734,0.022128,32875016100.00
20171031,0.019281,0.018179,33759583100.00
20171130,0.027309,0.024984,34379707900.00
20171229,0.012173,0.010315,35252135000.00
20180131,0.050656,0.049702,35655715100.00
20180228,-0.039465,-0.041332,37536538800.00
20180329,-0.018433,-0.020301,35924651700.00
20180430,0.004769,0.003660,35133633700.00
20180531,0.026170,0.023877,35308804300.00
20180629,0.005334,0.003549,36069626800.00
20180731,0.031605,0.030468,36180201400.00
20180831,0.030221,0.027755,37316759000.00
20180928,0.000443,-0.001192,38303928800.00
20181031,-0.074031,-0.075100,38136486800.00
20181130,0.018530,0.016193,35288694500.00
20181231,-0.089810,-0.092046,35764143400.00
